draw_no,date,n1,n2,n3,n4,n5,n6,bonus,sales,w1_prize,w1_winners,w2_prize,w2_winners,w3_prize,w3_winners,w4_prize,w4_winners,w5_prize,w5_winners,auto,semi_auto,manual
1200,2025-11-29,1,2,4,16,20,32,45,118339596000,2357299875,12,58932497,80,1315458,3584,50000,161754,5000,2673060,10.0,0.0,2.0
1201,2025-12-06,7,9,24,27,35,36,37,115389593000,1414555718,19,53326506,84,1348819,3321,50000,166050,5000,2711377,13.0,0.0,6.0
1202,2025-12-13,5,12,21,33,37,40,7,116954237000,1920410813,14,41109712,109,1190478,3764,50000,180212,5000,2723770,8.0,0.0,6.0
1203,2025-12-20,3,6,18,29,35,39,24,121655631000,1368060733,21,40578073,118,1334508,3588,50000,171960,5000,2784823,12.0,1.0,8.0
1204,2025-12-27,8,16,28,30,31,44,27,123758619000,1661007688,18,52452875,95,1482602,3361,50000,164919,5000,2753835,14.0,1.0,3.0
1205,2026-01-03,1,4,16,23,31,41,2,132670747000,3226386263,10,55436191,97,1542545,3486,50000,174740,5000,2915978,9.0,0.0,1.0
1206,2026-01-10,1,3,17,26,27,42,23,121012690000,1868807000,15,63135372,74,1403430,3329,50000,172867,5000,2897371,7.0,3.0,5.0
1207,2026-01-17,10,22,24,27,38,45,11,122934287000,1733202949,17,57101648,86,1459359,3365,50000,168020,5000,2756042,12.0,0.0,5.0
1208,2026-01-24,6,27,30,36,38,42,25,120408668000,5001713625,6,73554613,68,1705906,2932,50000,149359,5000,2544535,6.0,0.0,0.0
1209,2026-01-31,2,17,20,35,37,39,24,124040394000,1371910466,22,68908745,73,1601509,3141,50000,163147,5000,2724028,13.0,2.0,7.0
1210,2026-02-07,1,7,9,17,27,38,31,123111058000,1102298407,24,28818259,153,948418,4649,50000,211663,5000,3139766,13.0,1.0,10.0
1211,2026-02-14,23,26,27,35,38,40,10,134945802000,2370956036,14,64328265,86,1660334,3332,50000,174056,5000,2902451,13.0,0.0,1.0
1212,2026-02-21,5,8,25,31,41,44,45,131727929000,2654089032,12,67192128,79,1524463,3482,50000,175609,5000,2923618,11.0,0.0,1.0
1213,2026-02-28,5,11,25,27,36,38,2,131111079000,1740011646,18,47454864,110,1401728,3724,50000,180063,5000,2958422,15.0,0.0,3.0
1214,2026-03-07,10,15,19,27,30,33,14,124815860000,2431577188,12,49122772,99,1344156,3618,50000,177889,5000,2921649,7.0,0.0,5.0
1215,2026-03-14,13,15,19,21,44,45,39,126977101000,1998542133,16,70124286,76,1708156,3120,50000,153024,5000,2640357,12.0,1.0,3.0
1216,2026-03-21,3,10,14,15,23,24,25,125556526000,2148654000,14,57626736,87,1576085,3181,50000,168089,5000,2853121,8.0,1.0,5.0
1217,2026-03-28,8,10,15,20,29,31,41,125155256000,2179738018,14,59835946,85,1520950,3344,50000,163563,5000,2742207,12.0,0.0,2.0
1218,2026-04-04,3,28,31,32,42,45,25,123335928000,1714482042,18,64293077,80,1780356,2889,50000,150326,5000,2600819,15.0,1.0,2.0
1219,2026-04-11,1,2,15,28,39,45,31,120945801000,2508232844,12,65148906,77,1629252,3079,50000,150733,5000,2560905,10.0,0.0,2.0
1220,2026-04-18,2,22,25,28,34,43,16,121958822000,2114514161,14,58045487,85,1545698,3192,50000,161279,5000,2688906,10.0,2.0,2.0
1221,2026-04-25,6,13,18,28,30,36,9,122979623000,1830801165,16,50855588,96,1408986,3465,50000,174082,5000,2745724,13.0,1.0,2.0
1222,2026-05-02,4,11,17,22,32,41,34,124243558000,1202986844,24,41843021,115,1179110,4081,50000,182844,5000,2896800,15.0,1.0,8.0
1223,2026-05-09,16,18,20,32,33,39,26,122621163000,1857554133,16,48092017,103,1423005,3481,50000,161967,5000,2716882,12.0,0.0,4.0
1224,2026-05-16,9,18,21,27,44,45,28,121110408000,2414855250,12,68995865,70,1431874,3373,50000,166726,5000,2716244,11.0,0.0,1.0
1225,2026-05-23,8,9,19,25,41,42,33,120402887000,2228133087,13,63521338,76,1448432,3333,50000,161090,5000,2705194,12.0,0.0,1.0
1226,2026-05-30,4,6,13,17,26,28,41,120259943000,2815230113,10,62560670,75,1319104,3557,50000,171525,5000,2803464,8.0,0.0,2.0
1227,2026-06-06,1,14,16,34,41,44,13,118882558000,2674808455,11,70054508,70,1612037,3042,50000,151881,5000,2523341,8.0,1.0,2.0
1228,2026-06-13,24,29,30,31,35,44,1,119052273000,2698334421,11,59601765,83,1744340,2836,50000,147604,5000,2514073,10.0,0.0,1.0
1229,2026-06-20,12,13,29,34,37,42,16,116155532000,3519759000,8,52730472,89,1604449,2925,50000,152290,5000,2583834,5.0,1.0,2.0
1230,2026-06-27,3,8,9,22,28,42,45,120177677000,1771357196,16,52484658,90,1415953,3336,50000,168902,5000,2770957,15.0,0.0,1.0
1231,2026-07-04,4,13,14,18,31,38,15,118084580000,1652990074,17,50907303,92,1406871,3329,50000,162821,5000,2686693,14.0,1.0,2.0
1232,2026-07-11,12,15,19,22,24,36,3,114636304000,2533260819,11,50481647,92,1556405,2984,50000,149349,5000,2539242,6.0,3.0,2.0
1233,2026-07-18,2,7,20,25,37,40,29,116159776000,837965396,31,56966946,76,975550,4438,50000,185487,5000,2833927,15.0,3.0,13.0
1234,2026-07-25,1,15,19,31,35,43,27,115990429000,1595129563,18,67399841,71,1603146,2985,50000,146684,5000,2475581,12.0,0.0,6.0
1235,2026-08-01,6,7,11,15,39,43,20,115445069000,3090961625,9,56541981,82,1621701,2859,50000,154048,5000,2585719,7.0,0.0,2.0
1236,2026-08-08,12,18,21,29,34,38,10,114070835000,2441919375,11,53295860,84,1328049,3371,50000,161927,5000,2624850,5.0,1.0,5.0
1237,2026-08-15,10,20,23,34,37,40,36,118363161000,1214932680,23,62096560,75,1243590,3745,50000,172132,5000,2663409,14.0,0.0,9.0
1238,2026-08-22,2,13,18,32,38,42,22,114537798000,1197258718,23,54636807,84,1418700,3235,50000,156141,5000,2549183,10.0,1.0,12.0
1239,2026-08-29,11,13,22,32,33,36,8,117767285000,2214789375,13,67587470,71,1557518,3081,50000,152825,5000,2570542,10.0,1.0,2.0
