draw_no,date,n1,n2,n3,n4,n5,n6,bonus,sales,w1_prize,w1_winners,w2_prize,w2_winners,w3_prize,w3_winners,w4_prize,w4_winners,w5_prize,w5_winners,auto,semi_auto,manual
823,2018-09-08,12,18,24,26,39,40,15,77400124000,2009843917,9,49422392,61,1283972,2348,50000,112065,5000,1795737,8.0,0.0,1.0
824,2018-09-15,7,9,24,29,34,38,26,78257422000,1256646550,15,61600322,51,1491746,2106,50000,105359,5000,1745566,13.0,1.0,1.0
825,2018-09-22,8,15,21,31,33,38,42,82890578000,1658710563,12,62592852,53,1475065,2249,50000,113070,5000,1850484,6.0,1.0,5.0
826,2018-09-29,13,16,24,25,33,36,42,78218740000,2075192084,9,66229535,47,1394619,2232,50000,108626,5000,1755153,6.0,1.0,2.0
827,2018-10-06,5,11,12,29,33,44,14,76490125000,1206500375,15,65570673,46,1427474,2113,50000,106164,5000,1761371,8.0,0.0,7.0
828,2018-10-13,4,7,13,29,31,39,18,77552827000,1455185972,13,50853274,62,1602085,1968,50000,100644,5000,1704198,9.0,1.0,3.0
829,2018-10-20,4,5,31,35,43,45,29,77998807000,2444650641,8,72434094,45,1774379,1837,50000,94679,5000,1637836,5.0,1.0,2.0
830,2018-10-27,5,6,16,18,37,38,17,77714000000,2060528750,9,38634915,80,1442948,2142,50000,106206,5000,1764071,6.0,0.0,3.0
831,2018-11-03,3,10,16,19,31,39,9,77622753000,1110702258,16,48555290,61,1113486,2660,50000,117332,5000,1849959,7.0,2.0,7.0
832,2018-11-10,13,14,19,26,40,43,30,77411900000,2088204584,9,52205115,60,1465750,2137,50000,102312,5000,1706379,5.0,0.0,4.0
833,2018-11-17,12,18,30,39,41,42,19,77738402000,2356317282,8,59278423,53,1615299,1945,50000,103152,5000,1715510,7.0,0.0,1.0
834,2018-11-24,6,8,18,35,42,43,3,75941791000,1690693671,11,65949044,47,1575804,1967,50000,99132,5000,1643491,7.0,0.0,4.0
835,2018-12-01,9,10,13,28,38,45,35,77694435000,1233681125,15,53175911,58,1337469,2306,50000,106763,5000,1767089,10.0,0.0,5.0
836,2018-12-08,1,9,11,14,26,28,19,74536697000,1257843670,14,47338203,62,1316130,2230,50000,103846,5000,1719260,10.0,1.0,3.0
837,2018-12-15,2,25,28,30,33,45,6,76614176000,3144449125,6,66903173,47,1562848,2012,50000,97334,5000,1656959,3.0,1.0,2.0
838,2018-12-22,9,14,17,33,36,38,20,79414484000,3813733050,5,46736925,68,1431582,2220,50000,107897,5000,1777501,3.0,0.0,2.0
839,2018-12-29,3,9,11,12,13,19,35,79219710000,1359454904,13,61364284,48,1105663,2664,50000,126227,5000,1946924,7.0,2.0,4.0
840,2019-01-05,2,4,11,28,29,43,27,84057771000,2042961788,10,66763458,51,1496676,2275,50000,110586,5000,1852019,7.0,1.0,2.0
841,2019-01-12,5,11,14,30,33,38,24,81580789000,1116095714,17,35934900,88,1269989,2490,50000,119648,5000,1901965,9.0,0.0,8.0
842,2019-01-19,14,26,32,36,39,42,38,81957444000,2035475025,10,80772819,42,1663786,2039,50000,103190,5000,1735911,10.0,0.0,0.0
843,2019-01-26,19,21,30,33,34,42,4,81857498000,4012970100,5,64310419,52,1670401,2002,50000,105717,5000,1777953,4.0,0.0,1.0
844,2019-02-02,7,8,13,15,33,45,18,87805610000,1162963542,18,47793023,73,1450080,2406,50000,120078,5000,1997556,13.0,2.0,3.0
845,2019-02-09,1,16,29,33,40,45,6,83884034000,1891217182,11,61914849,56,1701292,2038,50000,105790,5000,1782933,9.0,0.0,2.0
846,2019-02-16,5,18,30,41,43,45,13,83936839000,1596884395,13,50143713,69,1732557,1997,50000,106009,5000,1797728,8.0,1.0,4.0
847,2019-02-23,12,16,26,28,30,42,22,83782512000,2520846657,8,84028222,40,1375821,2443,50000,114324,5000,1857205,7.0,0.0,1.0
848,2019-03-02,1,2,16,22,38,39,34,84523266000,3011580858,7,83655024,42,1665961,2109,50000,103845,5000,1792259,6.0,0.0,1.0
849,2019-03-09,5,13,17,29,34,39,3,82333674000,1158252883,17,58602081,56,1223608,2682,50000,113125,5000,1851371,10.0,0.0,7.0
850,2019-03-16,16,20,24,28,36,39,5,81474176000,3377587875,6,61410689,55,1669594,2023,50000,101591,5000,1727367,5.0,0.0,1.0
851,2019-03-23,14,18,22,26,31,44,40,81099116000,2483692313,8,47308425,70,1576197,2101,50000,106132,5000,1750048,6.0,0.0,2.0
852,2019-03-30,11,17,28,30,33,35,9,81470793000,4801543407,4,47776552,67,1375013,2328,50000,114850,5000,1876933,3.0,0.0,1.0
853,2019-04-06,2,8,23,26,27,44,13,82244370000,2885006786,7,37398237,90,1667910,2018,50000,105158,5000,1787511,3.0,1.0,3.0
854,2019-04-13,20,25,31,32,36,43,3,81823338000,3421706750,6,77766063,44,1834696,1865,50000,99152,5000,1716083,3.0,1.0,2.0
855,2019-04-20,8,15,17,19,43,44,7,82374732000,2269510500,9,55807636,61,1683614,2022,50000,102532,5000,1765328,7.0,0.0,2.0
856,2019-04-27,10,24,40,41,43,44,17,80496424000,3977927550,5,62546031,53,1700842,1949,50000,104537,5000,1700369,3.0,1.0,1.0
857,2019-05-04,6,10,16,28,34,38,43,80933117000,1284915425,15,51811106,62,1357114,2367,50000,111971,5000,1833940,6.0,1.0,8.0
858,2019-05-11,9,13,32,38,39,43,23,81366889000,2202347459,9,80573688,41,1592059,2075,50000,106176,5000,1789295,8.0,0.0,1.0
859,2019-05-18,8,22,35,38,39,41,24,80944223000,1853927489,11,66644453,51,1793598,1895,50000,97729,5000,1678945,9.0,1.0,1.0
860,2019-05-25,4,8,18,25,27,32,42,81846672000,1879899825,10,50534942,62,1339533,2339,50000,128867,5000,1882931,6.0,1.0,3.0
861,2019-06-01,11,17,19,21,22,25,24,81032551000,4872108844,4,49970348,65,1439749,2256,50000,108644,5000,1819899,3.0,0.0,1.0
862,2019-06-08,10,34,38,40,42,43,32,80609005000,2190922709,9,52164827,63,1609395,2042,50000,104765,5000,1755036,7.0,0.0,2.0
863,2019-06-15,16,21,28,35,39,43,12,81288540000,2853357322,7,52014327,64,1630224,2042,50000,104949,5000,1753097,6.0,0.0,1.0
864,2019-06-22,3,7,10,13,25,36,32,82220290000,1716553637,11,49172110,64,1275645,2467,50000,122913,5000,1957675,7.0,2.0,2.0
865,2019-06-29,3,15,22,32,33,45,2,81748217000,1551729145,13,64655382,52,1619499,2076,50000,104626,5000,1749234,6.0,0.0,7.0
866,2019-07-06,9,15,29,34,37,39,12,81961886000,2240409000,9,49420787,68,1651408,2035,50000,104919,5000,1770017,4.0,2.0,3.0
867,2019-07-13,14,17,19,22,24,40,41,81607190000,3933755250,5,57511042,57,1507186,2175,50000,109516,5000,1820552,4.0,0.0,1.0
868,2019-07-20,12,17,28,41,43,44,25,80549078000,3233804250,6,53013185,61,1502698,2152,50000,109133,5000,1789491,3.0,0.0,3.0
869,2019-07-27,2,6,20,27,37,39,4,80268389000,1922582588,10,57219720,56,1449912,2210,50000,108562,5000,1814332,8.0,0.0,2.0
870,2019-08-03,21,25,30,32,40,42,31,78688663000,1928842988,10,66973715,48,1581279,2033,50000,102000,5000,1705285,6.0,0.0,4.0
871,2019-08-10,2,6,12,26,30,34,38,79527502000,2718071358,7,51984972,61,1421374,2231,50000,108666,5000,1792357,6.0,0.0,1.0
872,2019-08-17,2,4,30,32,33,43,29,81002518000,1262705579,16,73200324,46,1668591,2018,50000,99681,5000,1715898,11.0,1.0,4.0
873,2019-08-24,3,5,12,13,33,39,38,82375586000,1874553225,10,45944932,68,1315476,2375,50000,123684,5000,2001910,5.0,0.0,5.0
874,2019-08-31,1,15,19,23,28,42,32,82990138000,1117123917,18,49284879,68,1496149,2240,50000,110655,5000,1830269,10.0,0.0,8.0
875,2019-09-07,19,22,30,34,39,44,36,80635281000,1415946724,14,100117446,33,1450341,2278,50000,105071,5000,1726617,13.0,0.0,1.0
876,2019-09-14,5,16,21,26,34,42,24,85088368000,1090657856,19,58538134,59,1423054,2427,50000,112619,5000,1856647,13.0,1.0,5.0
877,2019-09-21,5,17,18,22,23,43,12,84584730000,1716607188,12,45776192,75,1584317,2167,50000,109806,5000,1867270,8.0,0.0,4.0
878,2019-09-28,2,6,11,16,25,31,3,84183676000,3207993500,6,46492660,69,1079769,2971,50000,129139,5000,1994188,5.0,0.0,1.0
879,2019-10-05,1,4,10,14,15,35,20,83174251000,3206361313,6,41641057,77,1236069,2594,50000,123497,5000,1952277,4.0,0.0,2.0
880,2019-10-12,7,17,19,23,24,45,38,83862502000,2837810465,7,63668825,52,1419717,2332,50000,114994,5000,1939064,5.0,0.0,2.0
881,2019-10-19,4,18,20,26,27,32,9,84495552000,2503212282,8,49815170,67,1524722,2189,50000,116952,5000,1939849,6.0,1.0,1.0
882,2019-10-26,18,34,39,43,44,45,23,84351602000,4127270400,5,78168000,44,1651966,2082,50000,109226,5000,1839873,5.0,0.0,0.0
883,2019-11-02,9,18,32,33,37,44,22,85624171000,1360519525,15,52327675,65,1340150,2538,50000,119613,5000,1924209,14.0,0.0,1.0
884,2019-11-09,4,14,23,28,37,45,17,86554613000,1799077282,12,48623711,74,1630338,2207,50000,108076,5000,1817654,10.0,0.0,2.0
885,2019-11-16,1,3,24,27,39,45,31,83396319000,1543832568,13,59731618,56,1467737,2279,50000,111832,5000,1869359,11.0,0.0,2.0
886,2019-11-23,19,23,28,37,42,45,2,84186094000,2974643786,7,58820640,59,1621691,2140,50000,109766,5000,1768281,6.0,0.0,1.0
887,2019-11-30,8,14,17,27,36,45,10,84416872000,2535268688,8,51217550,66,1415561,2388,50000,114719,5000,1885924,4.0,1.0,3.0
888,2019-12-07,3,7,12,31,34,38,32,82777313000,2370359204,8,53567440,59,1288414,2453,50000,123025,5000,1990715,5.0,0.0,3.0
889,2019-12-14,3,13,29,38,39,42,26,86734222000,2108986950,10,58582971,60,1503413,2338,50000,114198,5000,1907477,4.0,0.0,6.0
890,2019-12-21,1,4,14,18,29,37,6,86693498000,2335486167,9,60400505,58,1474424,2376,50000,114859,5000,1915593,9.0,0.0,0.0
891,2019-12-28,9,13,28,31,39,41,19,89742677000,3082673947,7,46707182,77,1472147,2443,50000,122132,5000,1998623,3.0,1.0,3.0
892,2020-01-04,4,9,17,18,26,42,36,93091115000,1282017464,17,46569011,78,1340858,2709,50000,134155,5000,2155749,8.0,0.0,9.0
893,2020-01-11,1,15,17,23,25,41,10,87661567000,2377433625,9,61485353,58,1687720,2113,50000,116062,5000,1899696,8.0,0.0,1.0
894,2020-01-18,19,32,37,40,41,43,45,88465183000,2377935959,9,63694714,56,1530204,2331,50000,116749,5000,1971982,9.0,0.0,0.0
895,2020-01-25,16,26,31,38,39,41,23,96962255000,1928079219,12,66485491,58,1402240,2750,50000,134059,5000,2185782,10.0,0.0,2.0
896,2020-02-01,5,12,25,26,38,45,23,90461998000,3053222036,7,77436791,46,1377453,2586,50000,128068,5000,2066172,5.0,0.0,2.0
897,2020-02-08,6,7,12,22,26,36,29,88231474000,1619922520,13,56610196,62,1463650,2398,50000,121076,5000,1996656,6.0,0.0,7.0
898,2020-02-15,18,21,28,35,37,42,17,90067839000,2639313235,8,62840792,56,1086138,3240,50000,137051,5000,2005739,4.0,1.0,3.0
899,2020-02-22,8,19,20,21,33,39,37,85877347000,3359356063,6,63384077,53,1398567,2402,50000,121900,5000,1993765,4.0,0.0,2.0
900,2020-02-29,7,13,16,18,35,38,14,83639372000,3349851375,6,65683361,51,1404550,2385,50000,113132,5000,1872855,5.0,0.0,1.0
901,2020-03-07,5,18,20,23,30,34,21,84783962000,2267974667,9,50775553,67,1473987,2308,50000,114451,5000,1890747,3.0,4.0,2.0
902,2020-03-14,7,19,23,24,36,39,30,87501981000,1619317529,13,52365990,67,1479141,2372,50000,119126,5000,1945304,8.0,0.0,5.0
903,2020-03-21,2,15,16,21,22,28,45,88625160000,1684582212,13,74488330,49,1575963,2316,50000,111981,5000,1902821,10.0,1.0,2.0
904,2020-03-28,2,6,8,26,43,45,11,88938220000,2718077813,8,39392433,92,1550751,2337,50000,115626,5000,1938996,6.0,0.0,2.0
905,2020-04-04,3,4,16,27,38,40,20,90357634000,3017862536,7,45725190,77,1332138,2643,50000,129133,5000,2111090,4.0,0.0,3.0
906,2020-04-11,2,5,14,28,31,32,20,90948274000,2472607250,9,58871602,63,1565602,2369,50000,117171,5000,1988860,9.0,0.0,0.0
907,2020-04-18,21,27,29,38,40,44,37,89331282000,3165059036,7,55112969,67,1605465,2300,50000,112189,5000,1903128,6.0,0.0,1.0
908,2020-04-25,3,16,21,22,23,44,30,89923601000,2834856141,8,66312425,57,1749102,2161,50000,108610,5000,1858567,6.0,0.0,2.0
909,2020-05-02,7,24,29,30,34,35,33,89543261000,2021062875,11,58814000,63,1599863,2316,50000,111558,5000,1910295,4.0,0.0,7.0
910,2020-05-09,1,11,17,27,35,39,31,86308857000,941316375,21,45758435,72,1222943,2694,50000,128516,5000,2074354,9.0,0.0,12.0
911,2020-05-16,4,5,12,14,32,42,35,89332410000,2113538625,10,60733869,58,1370115,2571,50000,123236,5000,2064778,4.0,1.0,5.0
912,2020-05-23,5,8,18,21,22,38,10,88599155000,1493500581,14,49783353,70,1368212,2547,50000,125332,5000,2030860,7.0,2.0,5.0
913,2020-05-30,6,14,16,21,27,37,40,89336949000,1338755602,16,54091136,66,1447108,2467,50000,122530,5000,1996371,14.0,0.0,2.0
914,2020-06-06,16,19,24,33,42,44,27,89558503000,1950005557,11,65000186,55,1382983,2585,50000,122904,5000,2006794,7.0,0.0,4.0
915,2020-06-13,2,6,11,13,22,37,14,87862418000,3518640500,6,55851437,63,1444434,2436,50000,119025,5000,1966167,4.0,0.0,2.0
916,2020-06-20,6,21,22,32,35,36,17,89133044000,2025384341,11,53045781,70,1700186,2184,50000,111426,5000,1857917,5.0,1.0,5.0
917,2020-06-27,1,3,23,24,27,43,34,88950867000,2144799638,10,76056725,47,1581711,2260,50000,117542,5000,2000201,8.0,0.0,2.0
918,2020-07-04,7,11,12,31,33,38,5,89200857000,1117622646,18,38986837,86,1233580,2718,50000,137216,5000,2183337,10.0,0.0,8.0
919,2020-07-11,9,14,17,18,42,44,35,90218056000,4305150450,5,64064739,56,1411896,2541,50000,122864,5000,2052965,3.0,1.0,1.0
920,2020-07-18,2,3,26,33,34,43,29,89805177000,3120260197,7,68684973,53,1550385,2348,50000,117181,5000,1984222,4.0,0.0,3.0
921,2020-07-25,5,7,12,22,28,41,1,89888341000,1232573405,17,48504047,72,1302123,2682,50000,129993,5000,2101238,16.0,0.0,1.0
922,2020-08-01,2,6,13,17,27,43,36,89266682000,3417904500,6,38403422,89,1188423,2876,50000,136052,5000,2097501,3.0,0.0,3.0
923,2020-08-08,3,17,18,23,36,41,26,87867402000,2667554625,8,63513206,56,1496945,2376,50000,115877,5000,1937187,6.0,0.0,2.0
924,2020-08-15,3,11,34,42,43,44,13,87708256000,2382430667,9,51791972,69,1625863,2198,50000,113214,5000,1920852,8.0,0.0,1.0
925,2020-08-22,13,24,32,34,39,42,4,87901067000,1771080532,12,52090604,68,1516986,2335,50000,117863,5000,1944019,8.0,1.0,3.0
926,2020-08-29,10,16,18,20,25,31,6,88372251000,2032490663,10,47048395,72,1158907,2923,50000,133167,5000,2085580,7.0,0.0,3.0
927,2020-09-05,4,15,22,38,41,43,26,91067752000,3714203875,6,58955618,63,1593396,2331,50000,118446,5000,1979589,4.0,1.0,1.0
928,2020-09-12,3,4,10,20,28,44,30,90818982000,3134591358,7,45148436,81,1385761,2639,50000,121873,5000,2011931,3.0,1.0,3.0
929,2020-09-19,7,9,12,15,19,23,4,92344620000,1308035157,16,38330701,91,1151947,3028,50000,140880,5000,2244712,9.0,1.0,6.0
930,2020-09-26,8,21,25,38,39,44,28,94518415000,2832418829,8,68664699,55,1360432,2776,50000,128480,5000,2124548,8.0,0.0,0.0
931,2020-10-03,14,15,23,25,35,43,32,95695802000,2957108063,8,73015014,54,1518803,2596,50000,121943,5000,2041653,8.0,0.0,0.0
932,2020-10-10,1,6,15,36,37,38,5,96049289000,3390022983,7,61797294,64,1634309,2420,50000,120969,5000,2067196,5.0,0.0,2.0
933,2020-10-17,23,27,29,31,36,45,37,93484851000,2927797079,8,61963960,63,1762407,2215,50000,114043,5000,1962088,8.0,0.0,0.0
934,2020-10-24,1,3,30,33,36,39,12,93028347000,5765772844,4,58240130,66,1629440,2359,50000,116726,5000,1985417,3.0,0.0,1.0
935,2020-10-31,4,10,20,32,38,44,18,93934898000,1711055424,13,30894057,120,1263992,2933,50000,134376,5000,2118071,5.0,0.0,8.0
936,2020-11-07,7,11,13,17,18,29,43,92246146000,1492069179,14,45214218,77,1215606,2864,50000,140160,5000,2252623,10.0,1.0,3.0
937,2020-11-14,2,10,13,22,29,40,26,93720454000,2058420819,11,66206518,57,1521683,2480,50000,124141,5000,2092601,9.0,0.0,2.0
938,2020-11-21,4,8,10,16,31,36,9,93452425000,2249466563,10,58579859,64,1481277,2531,50000,124971,5000,2096955,10.0,0.0,0.0
939,2020-11-28,4,11,28,39,42,45,6,93340002000,1708363039,13,55245571,67,1380110,2682,50000,128408,5000,2127595,6.0,0.0,7.0
940,2020-12-05,3,15,20,22,24,41,11,93920183000,2846071079,8,74407088,51,1629353,2329,50000,123292,5000,2087480,3.0,1.0,4.0
941,2020-12-12,12,14,25,27,39,40,35,94867600000,1347297422,16,41296473,87,1097037,3275,50000,145544,5000,2282851,7.0,1.0,8.0
942,2020-12-19,10,12,18,35,42,43,39,92731965000,3761680313,6,72340007,52,1521101,2473,50000,120907,5000,2045438,4.0,0.0,2.0
943,2020-12-26,1,8,13,36,44,45,39,100081432000,3435045108,7,54156117,74,1472283,2722,50000,135763,5000,2238429,4.0,0.0,3.0
944,2021-01-02,2,13,16,19,32,33,42,107181377000,1961836356,13,53805639,79,1390464,3057,50000,147665,5000,2440455,7.0,0.0,6.0
945,2021-01-09,9,10,15,30,33,37,26,94837109000,1765554491,13,53878424,71,1536293,2490,50000,124224,5000,2120882,10.0,0.0,3.0
946,2021-01-16,9,18,19,30,34,40,20,99380178000,2157656182,11,55714127,71,1341371,2949,50000,138433,5000,2224563,6.0,0.0,5.0
947,2021-01-23,3,8,17,20,27,35,26,99449916000,1275855750,18,65992539,58,1202881,3182,50000,146908,5000,2351804,14.0,2.0,2.0
948,2021-01-30,13,18,30,31,38,41,5,100519459000,2188548716,11,44581548,90,1381184,2905,50000,137929,5000,2252913,3.0,1.0,7.0
949,2021-02-06,14,21,35,36,40,44,30,100518909000,2458569713,10,63040250,65,1579652,2594,50000,130363,5000,2192075,9.0,1.0,0.0
950,2021-02-13,3,4,15,22,28,40,10,108870714000,3281920500,8,65311851,67,1516249,2886,50000,146270,5000,2422941,4.0,1.0,3.0
951,2021-02-20,2,12,30,31,39,43,38,102937006000,1747552661,14,56633652,72,1402692,2907,50000,142335,5000,2346154,8.0,1.0,5.0
952,2021-02-27,4,12,22,24,33,41,38,102355646000,2713699834,9,43769353,93,1339438,3039,50000,141776,5000,2304925,4.0,0.0,5.0
953,2021-03-06,7,9,22,27,37,42,34,99180891000,1640636009,14,37530890,102,1169616,3273,50000,146120,5000,2331848,9.0,0.0,5.0
954,2021-03-13,1,9,26,28,30,41,32,101455314000,2478795900,10,64551977,64,1554884,2657,50000,132057,5000,2214839,8.0,0.0,2.0
955,2021-03-20,4,9,23,26,29,33,8,99784736000,2023170188,12,56990710,71,1526921,2650,50000,130744,5000,2196889,9.0,1.0,2.0
956,2021-03-27,10,11,20,21,25,41,40,97065255000,2022982671,11,27270600,136,1214806,3053,50000,144650,5000,2325943,4.0,1.0,6.0
957,2021-04-03,4,15,24,35,36,40,1,96654698000,2126634137,11,63915234,61,1375249,2835,50000,129545,5000,2131893,7.0,0.0,4.0
958,2021-04-10,2,9,10,16,35,37,1,98635947000,1596119675,15,59556705,67,1615506,2470,50000,131097,5000,2168146,11.0,0.0,4.0
959,2021-04-17,1,14,15,24,40,41,35,97435835000,3015312891,8,53605563,75,1606882,2502,50000,123802,5000,2072896,7.0,0.0,1.0
960,2021-04-24,2,18,24,30,32,45,14,98784879000,2401133213,10,71462298,56,1557762,2569,50000,129546,5000,2180006,9.0,1.0,0.0
961,2021-05-01,11,20,29,31,33,42,43,97153309000,2575231209,9,52915710,73,1422256,2716,50000,133764,5000,2197136,5.0,0.0,4.0
962,2021-05-08,1,18,28,31,34,43,40,95956365000,1940906094,12,53175510,73,1503996,2581,50000,126528,5000,2119457,8.0,0.0,4.0
963,2021-05-15,6,12,19,23,34,42,35,95452215000,1476478125,15,54282285,68,1176665,3137,50000,141987,5000,2219439,8.0,0.0,7.0
964,2021-05-22,6,21,36,38,39,43,30,95549895000,2345861063,10,75187855,52,1597781,2447,50000,123780,5000,2061560,8.0,0.0,2.0
965,2021-05-29,2,13,25,28,29,36,34,96174650000,3403348929,7,86316821,46,1662024,2389,50000,122129,5000,2043257,5.0,1.0,1.0
966,2021-06-05,1,21,25,29,34,37,36,95640447000,2411303513,10,80376784,50,1708691,2352,50000,115370,5000,1980202,9.0,0.0,1.0
967,2021-06-12,1,6,13,37,38,40,9,94515565000,5809776094,4,56133103,69,1564923,2475,50000,121200,5000,2042462,2.0,0.0,2.0
968,2021-06-19,2,5,12,14,24,39,33,95924229000,1667729683,13,37251694,97,1159633,3116,50000,148150,5000,2329460,8.0,1.0,4.0
969,2021-06-26,3,9,10,29,40,45,7,96728751000,1149427894,20,68418328,56,1455157,2633,50000,133079,5000,2211803,13.0,1.0,6.0
970,2021-07-03,9,11,16,21,28,36,5,93268371000,1611544045,14,43221488,87,1516850,2479,50000,124923,5000,2061176,7.0,2.0,5.0
971,2021-07-10,2,6,17,18,21,26,7,94471924000,3725880250,6,60094843,62,1387665,2685,50000,131409,5000,2171694,4.0,1.0,1.0
972,2021-07-17,3,6,17,23,37,39,26,93916813000,1124886244,20,46870261,80,1458997,2570,50000,126989,5000,2122398,16.0,0.0,4.0
973,2021-07-24,22,26,31,37,41,42,24,93953872000,2912742750,8,92468024,42,1720717,2257,50000,117757,5000,2003966,8.0,0.0,0.0
974,2021-07-31,1,2,11,16,39,44,32,94146055000,1317034523,17,56539361,66,1415629,2636,50000,129473,5000,2149319,11.0,1.0,5.0
975,2021-08-07,7,8,9,17,22,24,5,94253719000,2440410375,9,60010092,61,1294419,2828,50000,135604,5000,2212347,7.0,0.0,2.0
976,2021-08-14,4,12,14,25,35,37,2,97492178000,3243867215,7,54847997,69,1226747,3085,50000,142375,5000,2270249,4.0,0.0,3.0
977,2021-08-21,2,9,10,14,22,44,16,95895844000,1669905911,14,47517648,82,1574959,2474,50000,125781,5000,2097459,8.0,0.0,6.0
978,2021-08-28,1,7,15,32,34,42,8,98855197000,2373391388,10,56509319,70,1399736,2826,50000,133915,5000,2217326,5.0,0.0,5.0
979,2021-09-04,7,11,16,21,27,33,24,99507886000,1606400518,14,47446429,79,1097911,3414,50000,154980,5000,2403760,8.0,2.0,4.0
980,2021-09-11,3,13,16,23,24,35,14,99593380000,3409443215,7,56824054,70,1411027,2819,50000,135751,5000,2237534,5.0,0.0,2.0
981,2021-09-18,27,36,37,41,43,45,32,105645424000,1992863193,13,66428774,65,1528991,2824,50000,136630,5000,2289650,8.0,1.0,4.0
982,2021-09-25,5,7,13,20,21,44,33,101344251000,3023630672,8,49771699,81,1375472,2931,50000,139208,5000,2291933,3.0,1.0,4.0
983,2021-10-02,13,23,26,31,35,43,15,101899006000,2503422225,10,53491928,78,1580444,2640,50000,131780,5000,2196308,9.0,0.0,1.0
984,2021-10-09,3,10,23,35,36,37,18,98762367000,3453006268,7,62945427,64,1551814,2596,50000,128129,5000,2149335,7.0,0.0,0.0
985,2021-10-16,17,21,23,30,34,44,19,98811446000,2434752975,10,65450349,62,1572229,2581,50000,126523,5000,2123240,8.0,0.0,2.0
986,2021-10-23,7,10,16,28,41,42,40,99041240000,2375275125,10,56554170,70,1417398,2793,50000,133889,5000,2231167,7.0,1.0,2.0
987,2021-10-30,2,4,15,23,29,38,7,100269530000,2378711625,10,54308485,73,1335755,2968,50000,140004,5000,2283682,5.0,1.0,4.0
988,2021-11-06,2,13,20,30,31,41,27,98606195000,2678489375,9,65864493,61,1508725,2663,50000,129322,5000,2139025,8.0,0.0,1.0
989,2021-11-13,17,18,21,27,29,33,26,96525658000,5826768563,4,61658927,63,1589408,2444,50000,127891,5000,2158436,4.0,0.0,0.0
990,2021-11-20,2,4,25,26,36,37,28,99567047000,1740095277,14,72503970,56,1420652,2858,50000,129113,5000,2169219,11.0,0.0,3.0
991,2021-11-27,13,18,25,31,33,44,38,98026282000,2904166032,8,35202013,110,1304218,2969,50000,138068,5000,2226394,5.0,0.0,3.0
992,2021-12-04,12,20,26,33,44,45,24,97066498000,1986955563,12,68515710,58,1674636,2373,50000,124311,5000,2105282,9.0,0.0,3.0
993,2021-12-11,6,14,16,18,24,42,44,99323653000,3991197063,6,57017101,70,1460907,2732,50000,132583,5000,2220620,4.0,1.0,1.0
994,2021-12-18,1,3,8,24,27,35,28,95530936000,1861582063,12,53188059,70,1328279,2803,50000,137937,5000,2216661,8.0,0.0,4.0
995,2021-12-25,1,4,13,29,38,39,7,100878455000,3447271875,7,58287206,69,1439964,2793,50000,138372,5000,2269218,7.0,0.0,0.0
996,2022-01-01,6,11,15,24,32,39,28,112624327000,1491185771,18,52018109,86,1350305,3313,50000,155856,5000,2546181,13.0,0.0,5.0
997,2022-01-08,4,7,14,16,24,44,20,102431961000,1253749560,19,46708317,85,1075354,3692,50000,155887,5000,2331995,12.0,1.0,6.0
998,2022-01-15,13,17,18,20,42,45,41,101681869000,2076499657,12,78358478,53,1568354,2648,50000,129576,5000,2227628,11.0,0.0,1.0
999,2022-01-22,1,3,9,14,18,28,34,102581351000,1513274790,16,60229843,67,1371186,2943,50000,143217,5000,2369326,11.0,0.0,5.0
1000,2022-01-29,2,8,19,22,32,42,39,118628811000,1246819620,22,41941945,109,1137798,4018,50000,180052,5000,2747686,7.0,1.0,14.0
1001,2022-02-05,6,10,12,14,20,42,15,103967487000,2077279594,12,62947867,66,1504730,2761,50000,140255,5000,2346904,10.0,0.0,2.0
1002,2022-02-12,17,25,33,35,38,45,15,105795484000,3088449563,8,48446268,85,1289676,3193,50000,155418,5000,2436676,5.0,0.0,3.0
1003,2022-02-19,1,4,29,39,43,45,31,103479378000,1811116822,14,64029383,66,1595297,2649,50000,133896,5000,2247475,8.0,0.0,6.0
1004,2022-02-26,7,15,30,37,39,44,18,106112471000,2576251913,10,63143430,68,1541743,2785,50000,140047,5000,2340772,9.0,0.0,1.0
1005,2022-03-05,8,13,18,24,27,29,17,103755249000,2061199344,12,49076175,84,1473338,2798,50000,143067,5000,2349017,7.0,1.0,4.0
1006,2022-03-12,8,11,15,16,17,37,36,104542431000,2855602125,9,65898511,65,1722318,2487,50000,131234,5000,2288458,7.0,0.0,2.0
1007,2022-03-19,8,11,16,19,21,25,40,101530003000,2718786375,9,58259709,70,1433960,2844,50000,137134,5000,2256573,6.0,1.0,2.0
1008,2022-03-26,9,11,30,31,41,44,33,103727042000,2267377910,11,42854222,97,1470935,2826,50000,141072,5000,2311009,8.0,0.0,3.0
1009,2022-04-02,15,23,29,34,40,44,20,103771363000,1702462825,15,61683436,69,1617081,2632,50000,133476,5000,2232525,10.0,0.0,5.0
1010,2022-04-09,9,12,15,25,34,36,3,103011505000,3119380079,8,63017780,66,1495568,2781,50000,136828,5000,2278193,6.0,0.0,2.0
1011,2022-04-16,1,9,12,26,35,38,42,101799373000,2220348512,11,53561039,76,1444514,2818,50000,137485,5000,2292065,6.0,0.0,5.0
1012,2022-04-23,5,11,18,20,35,45,3,101948323000,1861944318,13,53081746,76,1399797,2882,50000,141514,5000,2324952,12.0,0.0,1.0
